failure_type,retriever,strategy,recall@10,mrr,answer_f1,reward,num_records
ellipsis,hybrid,original,0.5588235294117647,0.2494631185807656,0.7657818048479234,1.0664459911261093,34
ellipsis,hybrid,prompt,0.5588235294117647,0.17105508870214753,0.7063086104006819,0.9975053789631796,34
ellipsis,hybrid,structured,0.47058823529411764,0.1709500466853408,0.6764705882352942,0.8590044351073762,34
expression_mismatch,bm25,expanded,0.6153846153846154,0.4641025641025641,0.7709030100334449,1.1251950947603122,13
expression_mismatch,bm25,keyword,0.6153846153846154,0.4256410256410256,0.7709030100334449,1.1796428265157362,13
expression_mismatch,bm25,llm,0.7692307692307693,0.44184981684981683,0.8478260869565217,1.3374095683209395,13
expression_mismatch,bm25,original,0.6153846153846154,0.45970695970695974,0.7709030100334449,1.2276126771778946,13
expression_mismatch,bm25,prompt,0.5384615384615384,0.4487179487179487,0.693979933110368,1.0421181716833892,13
expression_mismatch,bm25,structured,0.6153846153846154,0.46153846153846156,0.7709030100334449,0.9885284280936454,13
expression_mismatch,dense,expanded,0.5384615384615384,0.3076923076923077,0.6153846153846154,0.8923076923076922,13
expression_mismatch,dense,keyword,0.5384615384615384,0.30341880341880345,0.6153846153846154,0.9638494411571334,13
expression_mismatch,dense,llm,0.6153846153846154,0.33547008547008544,0.6923076923076923,1.0526143514605053,13
expression_mismatch,dense,original,0.38461538461538464,0.23076923076923078,0.5384615384615384,0.7661538461538462,13
expression_mismatch,dense,prompt,0.46153846153846156,0.20085470085470086,0.6153846153846154,0.8019658119658121,13
expression_mismatch,dense,structured,0.5384615384615384,0.3333333333333333,0.6153846153846154,0.7697435897435897,13
expression_mismatch,hybrid,expanded,0.6153846153846154,0.3250915750915751,0.617056856187291,0.9787665233317407,13
expression_mismatch,hybrid,keyword,0.5384615384615384,0.2571428571428572,0.617056856187291,0.9415475884204981,13
expression_mismatch,hybrid,llm,0.8461538461538461,0.4065934065934066,0.8478260869565217,1.3967044401158115,13
expression_mismatch,hybrid,original,0.6153846153846154,0.47252747252747257,0.617056856187291,1.157099856665074,13
expression_mismatch,hybrid,prompt,0.6923076923076923,0.41376678876678874,0.693979933110368,1.178488745553963,13
expression_mismatch,hybrid,structured,0.6923076923076923,0.2643162393162393,0.693979933110368,0.9283788554440728,13
temporal_numeric,bm25,expanded,0.7777777777777778,0.6365740740740741,0.8336320191158901,1.4895474910394266,18
temporal_numeric,bm25,keyword,0.7777777777777778,0.6087962962962963,0.8336320191158901,1.4724399072651762,18
temporal_numeric,bm25,llm,0.8888888888888888,0.5902777777777778,0.9444444444444444,1.5849933862433863,18
temporal_numeric,bm25,original,0.7222222222222222,0.5810185185185186,0.7780764635603346,1.4017697132616487,18
temporal_numeric,bm25,prompt,0.6666666666666666,0.5277777777777778,0.7230392156862746,1.2776307189542484,18
temporal_numeric,bm25,structured,0.7222222222222222,0.6203703703703703,0.7780764635603346,1.2792234169653525,18
temporal_numeric,dense,expanded,0.2777777777777778,0.15000000000000002,0.6119592875318066,0.6354240882103478,18
temporal_numeric,dense,keyword,0.2222222222222222,0.12839506172839504,0.5008481764206956,0.5102918130780726,18
temporal_numeric,dense,llm,0.3333333333333333,0.1469135802469136,0.5564037319762511,0.6137353756883019,18
temporal_numeric,dense,original,0.16666666666666666,0.1388888888888889,0.5564037319762511,0.5143129770992366,18
temporal_numeric,dense,prompt,0.16666666666666666,0.1388888888888889,0.5566778900112234,0.5000056116722784,18
temporal_numeric,dense,structured,0.5,0.14413580246913582,0.6673976608187134,0.7635445094217024,18
temporal_numeric,hybrid,expanded,0.7222222222222222,0.4842592592592593,0.8341815097540288,1.358109273395533,18
temporal_numeric,hybrid,keyword,0.7222222222222222,0.5283068783068783,0.8341384863123993,1.3768928763131663,18
temporal_numeric,hybrid,llm,0.8888888888888888,0.6135802469135803,0.9444444444444444,1.5966446208112874,18
temporal_numeric,hybrid,original,0.8888888888888888,0.5987654320987654,0.9444444444444444,1.6604938271604939,18
temporal_numeric,hybrid,prompt,0.6666666666666666,0.3215167548500882,0.778544061302682,1.2022526302986072,18
temporal_numeric,hybrid,structured,0.7777777777777778,0.4001543209876543,0.8333333333333334,1.2522993827160493,18
unlabeled,bm25,expanded,0.5882352941176471,0.422093837535014,0.6764705882352942,1.1216351540616245,34
unlabeled,bm25,keyword,0.5882352941176471,0.37675070028011204,0.6477052359405301,1.0704912734324499,34
unlabeled,bm25,llm,0.7058823529411765,0.4885971055088702,0.7658480868075386,1.2556259575027422,34
unlabeled,bm25,original,0.5882352941176471,0.43357843137254903,0.6477052359405301,1.1288771277741867,34
unlabeled,bm25,prompt,0.6470588235294118,0.4394607843137255,0.6771170006464124,1.198288892480069,34
unlabeled,bm25,structured,0.5882352941176471,0.4130718954248366,0.6182934712346477,0.9803885656826833,34
unlabeled,dense,expanded,0.38235294117647056,0.17454481792717086,0.6193058001232529,0.7633958972605059,34
unlabeled,dense,keyword,0.38235294117647056,0.21678338001867412,0.6193953222986418,0.7704703035396103,34
unlabeled,dense,llm,0.35294117647058826,0.19023109243697478,0.6488438333372402,0.694999647761057,34
unlabeled,dense,original,0.35294117647058826,0.22598039215686275,0.6494821525218744,0.7906724488099568,34
unlabeled,dense,prompt,0.4117647058823529,0.20575396825396824,0.6196702277519666,0.8174179803559085,34
unlabeled,dense,structured,0.3235294117647059,0.18422035480859011,0.6189056400592274,0.6015629974339087,34
unlabeled,hybrid,expanded,0.7647058823529411,0.3787114845938375,0.8242381289865344,1.3502983362019505,34
unlabeled,hybrid,keyword,0.7647058823529411,0.33180438842203547,0.8536498936924167,1.327461034614649,34
unlabeled,hybrid,llm,0.6764705882352942,0.4224206349206349,0.766556804029367,1.1934803161136565,34
unlabeled,hybrid,original,0.7941176470588235,0.43758169934640523,0.8241758241758241,1.424996408819938,34
unlabeled,hybrid,prompt,0.7647058823529411,0.3785830999066293,0.8242381289865344,1.3590576732701112,34
unlabeled,hybrid,structured,0.6764705882352942,0.3036297852474323,0.7360028348688873,1.0727574865287481,34
